Database|Continent|Reference|Sample_ID|Age|d18O|d18O_2sigma|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.10|2644|5.3|0.6|0.00163|0.281113|0.000030|-1.9|1.1|3122
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.11b2|2432|6.8|0.5|0.00037|0.281142|0.000016|-3.5|0.6|3051
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.11b3|2432|7.2|0.7|0.00037|0.281138|0.000016|-3.7|0.6|3060
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.13|1010|6.4|0.6|0.00093|0.282303|0.000014|5.0|0.5|1362
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.14|1139|7.2|0.6|0.00042|0.281798|0.000034|-9.7|1.2|2405
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.18|495|8.3|0.6|0.00079|0.282234|0.000024|-8.7|0.9|1830
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.22|2494|6.4|0.4|0.00051|0.281196|0.000038|-0.4|1.4|2907
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.24|1412|5.9|0.6|0.00117|0.282058|0.000058|4.9|2.1|1690
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.27|716|5.1|0.3|0.00084|0.282366|0.000024|0.8|0.9|1395
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.s19|1078|5.3|0.3|0.00112|0.282264|0.000030|4.9|1.1|1419
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v3|2244|6.3|0.5|0.00003|0.281188|0.000014|-5.7|0.5|3036
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v6|2903|6.2|0.4|0.00052|0.280971|0.000024|1.0|0.9|3149
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v7|561|6.6|0.2|0.00044|0.282155|0.000022|-9.9|0.8|1960
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v8|942|10.0|0.5|0.00133|0.282248|0.000032|1.3|1.1|1546
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v10|1062|7.7|0.3|0.00077|0.281952|0.000016|-6.2|0.6|2122
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v11|968|8.8|0.5|0.00064|0.282103|0.000026|-2.9|0.9|1832
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.v15|1186|5.5|0.4|0.00053|0.282135|0.000020|3.2|0.7|1618
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.25|1478|6.3|0.5|0.00087|0.282074|0.000012|7.3|0.4|1595
Dhuime et al., 2012 Science|Australia|Kemp et al. 2006, Nature 439|HV1.25.2|1460|6.4|0.6|0.00086|0.282081|0.000018|7.1|0.6|1589
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-166|1490|6.3|0.2|0.00074|0.281900|0.000018|1.5|0.6|1974
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-188|1652|5.1|0.2|0.00068|0.281909|0.000016|5.5|0.6|1849
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-189|1660|4.7|0.2|0.00068|0.281882|0.000016|4.7|0.6|1905
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-196|1687|4.4|0.2|0.00150|0.281843|0.000022|3.0|0.8|2036
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-199|1680|4.0|0.2|0.00135|0.281885|0.000032|4.5|1.1|1934
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-201|1647|8.8|0.2|0.00131|0.281806|0.000032|1.1|1.1|2129
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-202|1674|6.9|0.2|0.00109|0.281827|0.000020|2.6|0.7|2050
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-208|1693|11.6|0.1|0.00013|0.281698|0.000024|-0.4|0.9|2260
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-209|1660|8.7|0.2|0.00082|0.281912|0.000058|5.6|2.1|1846
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-210|1647|8.0|0.2|0.00062|0.281886|0.000024|4.6|0.9|1900
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-216|1453|6.9|0.2|0.00086|0.281886|0.000028|0.1|1.0|2036
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-222|1500|6.4|0.2|0.00075|0.281934|0.000026|2.9|0.9|1892
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-240|1665|4.5|0.3|0.00070|0.281857|0.000030|3.9|1.1|1960
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|DNt-242|1650|4.2|0.2|0.00132|0.281924|0.000068|5.3|2.4|1861
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-002|2673|5.6|0.2|0.00044|0.281024|0.000032|-2.3|1.1|3169
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-004d|1841|6.2|0.3|0.00047|0.281207|0.000012|-14.9|0.4|3287
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-006|2696|7.2|0.3|0.00045|0.280852|0.000022|-7.9|0.8|3533
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-010|2648|6.7|0.2|0.00012|0.281047|0.000014|-1.5|0.5|3096
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-011|2735|8.5|0.2|0.00013|0.280945|0.000022|-3.1|0.8|3267
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-012d|1916|4.6|0.4|0.00015|0.281104|0.000018|-16.4|0.6|3442
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-020d|1837|4.7|0.3|0.00001|0.281173|0.000016|-15.6|0.6|3330
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-024|2789|6.2|0.2|0.00039|0.281103|0.000020|3.3|0.7|2913
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-029d|1846|6.6|3.5|0.00030|0.281066|0.000016|-19.6|0.6|3581
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-030|2652|5.7|0.2|0.00152|0.281090|0.000016|-2.4|0.6|3156
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-031|2700|7.2|0.2|0.00061|0.280954|0.000018|-4.5|0.6|3325
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-033|2630|5.3|0.3|0.00048|0.281018|0.000014|-3.6|0.5|3213
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-036d|1858|6.7|0.2|0.00025|0.281013|0.000034|-21.1|1.2|3686
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-038|2677|7.3|0.2|0.00029|0.281065|0.000016|-0.5|0.6|3057
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-042d|1878|7.0|0.2|0.00051|0.281092|0.000024|-18.2|0.9|3520
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-044|2654|4.0|0.2|0.00037|0.280896|0.000018|-7.1|0.7|3455
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-046|2661|6.9|0.2|0.00038|0.281000|0.000020|-3.3|0.7|3221
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-049d|1869|6.8|0.2|0.00020|0.281102|0.000046|-17.7|1.6|3481
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-051|2704|5.3|0.2|0.00027|0.280997|0.000014|-2.2|0.5|3188
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-057|2675|7.7|0.2|0.00220|0.281093|0.000020|-3.0|0.7|3213
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-060d|1926|6.5|0.2|0.00018|0.281080|0.000014|-17.1|0.5|3491
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-064|2688|5.3|0.2|0.00063|0.281055|0.000012|-1.2|0.4|3112
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-065d|1820|6.8|0.2|0.00077|0.281138|0.000014|-18.2|0.5|3475
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-066|2677|5.9|0.2|0.00099|0.281094|0.000016|-0.7|0.6|3073
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-069|2671|5.0|0.2|0.00027|0.281100|0.000016|0.7|0.6|2981
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-071|2694|6.7|0.2|0.00120|0.281017|0.000012|-3.4|0.4|3256
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-072|2657|6.6|0.2|0.00057|0.281062|0.000012|-1.5|0.4|3108
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-080d|1865|1.1|0.2|0.00012|0.281181|0.000036|-14.8|1.3|3302
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-117d|1879|5.8|0.2|0.00034|0.281137|0.000014|-16.4|0.5|3408
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|lnt-119|2643|5.8|0.3|0.00048|0.281008|0.000016|-3.6|0.6|3227
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-01|482|5.0|0.6|0.00083|0.282819|0.000018|11.7|0.6|494
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-03|483|6.8|0.6|0.00089|0.282817|0.000018|11.6|0.6|499
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-05|454|7.0|0.6|0.00077|0.282477|0.000024|-1.0|0.8|1300
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-11|517|5.6|0.6|0.00076|0.282593|0.000016|4.5|0.6|994
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-15|489|4.4|0.6|0.00153|0.282836|0.000012|12.2|0.4|489
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-21|444|5.1|0.6|0.00153|0.282677|0.000016|5.6|0.6|860
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-52|514|6.5|0.6|0.00171|0.282822|0.000016|12.2|0.6|514
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-54|452|7.3|0.6|0.00059|0.282556|0.000024|1.8|0.8|1116
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-62|1791|5.2|0.6|0.00104|0.281689|0.000018|0.4|0.6|2287
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-69|450|9.7|0.6|0.00062|0.282564|0.000014|2.0|0.5|1100
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-70|440|7.3|0.6|0.00096|0.282639|0.000022|4.4|0.8|940
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|sey-71|457|11.0|0.6|0.00050|0.282120|0.000020|-13.5|0.7|2105
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-071|1046|5.9|0.2|0.00046|0.282306|0.000168|6.2|6.0|1312
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-077|1750|5.1|0.2|0.00161|0.281765|0.000020|1.5|0.7|2183
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-079|352|6.6|0.2|0.00051|0.282865|0.000014|10.6|0.5|462
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-080|1160|8.9|0.2|0.00060|0.282042|0.000014|-0.7|0.5|1849
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-082|1246|5.2|0.2|0.00071|0.281953|0.000020|-2.0|0.7|2003
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-083|289|5.5|0.2|0.00039|0.282809|0.000016|7.2|0.6|631
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-084|354|5.2|0.2|0.00049|0.282843|0.000016|9.8|0.6|512
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-089|352|6.5|0.2|0.00059|0.282895|0.000012|11.6|0.4|394
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-090|345|4.0|0.2|0.00052|0.282885|0.000014|11.1|0.5|420
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-091|1693|5.3|0.2|0.00044|0.281228|0.000014|-17.5|0.5|3330
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-092|353|6.0|0.2|0.00046|0.282854|0.000014|10.2|0.5|487
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-096|1119|6.4|0.2|0.00110|0.282189|0.000018|3.2|0.6|1565
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-098|1852|7.0|0.2|0.00000|0.281074|0.000016|-18.8|0.6|3537
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-100|1038|6.8|0.2|0.00061|0.282147|0.000016|0.3|0.6|1687
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-103|357|5.6|0.2|0.00093|0.282890|0.000018|11.4|0.6|407
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-104|319|5.5|0.2|0.00203|0.282732|0.000022|4.8|0.8|813
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-107|360|3.3|0.3|0.00040|0.282843|0.000014|10.0|0.5|507
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-122|1874|7.4|0.2|0.00045|0.281630|0.000016|0.9|0.6|2322
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-129|1801|6.8|0.2|0.00159|0.281630|0.000018|-2.1|0.6|2456
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-137|298|6.5|0.2|0.00081|0.282934|0.000014|11.7|0.5|340
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-138|1539|9.1|0.2|0.00052|0.281690|0.000012|-4.6|0.4|2403
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-139|355|7.8|0.2|0.00080|0.282908|0.000016|12.1|0.6|365
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-141|345|8.0|0.2|0.00060|0.282899|0.000016|11.6|0.6|389
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-142|1125|7.3|0.2|0.00196|0.282244|0.000018|4.6|0.6|1477
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-143|340|5.9|0.2|0.00041|0.282890|0.000014|11.2|0.5|410
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|vgt-146|1031|6.1|0.2|0.00066|0.282172|0.000016|1.0|0.6|1636
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-164|1152|8.5|0.6|0.00058|0.282160|0.000012|3.3|0.4|1584
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-182|1772|7.0|0.6|0.00075|0.281685|0.000012|0.2|0.4|2285
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-236|1558|7.1|0.6|0.00144|0.281783|0.000016|-1.9|0.6|2243
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-240|1924|9.9|0.6|0.00002|0.281440|0.000012|-4.1|0.4|2681
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-260|1808|6.7|0.6|0.00087|0.281403|0.000018|-9.2|0.6|2904
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-292|1886|7.1|0.6|0.00051|0.281498|0.000016|-3.6|0.6|2615
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-301|1863|3.0|0.5|0.00077|0.281503|0.000016|-4.3|0.6|2640
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-321|1802|3.8|0.4|0.00110|0.281480|0.000018|-6.8|0.6|2753
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-323|1049|5.4|0.4|0.00059|0.282190|0.000014|2.0|0.5|1581
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-353|343|6.9|0.2|0.00072|0.282916|0.000016|12.1|0.6|353
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-356|1863|4.1|0.3|0.00034|0.281410|0.000014|-7.0|0.5|2813
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-366|1225|4.8|0.4|0.00077|0.282123|0.000016|3.5|0.6|1634
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-368|1888|3.3|0.4|0.00038|0.281320|0.000014|-9.7|0.5|3000
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-384|1218|6.5|0.4|0.00064|0.282188|0.000012|5.7|0.4|1483
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-393|2693|4.5|0.5|0.00041|0.281045|0.000016|-1.0|0.6|3105
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-398|1847|4.5|0.4|0.00053|0.281708|0.000014|2.9|0.5|2170
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-399|351|5.4|0.4|0.00066|0.282884|0.000014|11.2|0.5|421
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-432|1505|4.7|0.4|0.00046|0.282010|0.000016|6.0|0.6|1696
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-434|1045|6.5|0.4|0.00051|0.282200|0.000014|2.4|0.5|1558
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-435|1820|6.1|0.4|0.00053|0.281448|0.000016|-6.9|0.6|2770
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-436|349|5.4|0.4|0.00075|0.282875|0.000012|10.8|0.4|445
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-438|1784|4.8|0.4|0.00041|0.281462|0.000016|-7.1|0.6|2752
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-439|345|6.3|0.4|0.00067|0.282897|0.000012|11.5|0.4|394
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-441|451|4.8|0.4|0.00069|0.282464|0.000014|-1.5|0.5|1330
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-448|1146|5.1|0.4|0.00048|0.282141|0.000014|2.6|0.5|1627
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-457|988|5.8|0.4|0.00047|0.282160|0.000014|-0.3|0.5|1683
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-459|1845|4.4|0.4|0.00049|0.281593|0.000016|-1.1|0.6|2427
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-462|1820|5.1|0.4|0.00072|0.281632|0.000014|-0.6|0.5|2373
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-468|1802|4.7|0.4|0.00024|0.281464|0.000016|-6.4|0.6|2723
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-470|357|6.3|0.4|0.00051|0.282884|0.000014|11.3|0.5|415
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-474|1890|4.2|0.4|0.00082|0.281169|0.000018|-15.6|0.6|3368
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-489|347|5.5|0.4|0.00050|0.282890|0.000020|11.3|0.7|407
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-506|1843|5.1|0.4|0.00292|0.281604|0.000018|-3.8|0.6|2594
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-507|351|6.6|0.2|0.00062|0.282878|0.000016|11.0|0.6|435
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-510|1553|6.4|0.2|0.00078|0.281832|0.000018|0.4|0.6|2091
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-512|521|6.6|0.2|0.00071|0.282752|0.000018|10.2|0.6|622
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-514|1208|6.7|0.2|0.00045|0.282025|0.000018|-0.1|0.6|1850
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-516|359|7.0|0.2|0.00070|0.282869|0.000014|10.8|0.5|452
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-518|1768|6.0|0.3|0.00194|0.281808|0.000022|3.0|0.8|2101
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-525|1806|2.4|0.5|0.00064|0.281466|0.000014|-6.7|0.5|2747
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-531|430|8.4|0.4|0.00082|0.282533|0.000016|0.4|0.6|1187
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-539|1881|7.6|0.4|0.00020|0.281478|0.000014|-4.0|0.5|2638
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-541|2686|5.1|0.4|0.00033|0.281078|0.000014|0.2|0.5|3027
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-543|354|5.2|0.4|0.00032|0.282838|0.000016|9.7|0.6|521
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-546|2726|4.3|0.4|0.00091|0.281004|0.000016|-2.6|0.6|3232
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-547|1758|6.5|0.4|0.00185|0.281718|0.000018|-0.3|0.6|2303
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-549|1144|8.1|0.4|0.00076|0.282232|0.000018|5.5|0.6|1434
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-550|341|8.1|0.4|0.00036|0.282908|0.000016|11.9|0.6|367
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-552|1784|5.9|0.4|0.00063|0.281716|0.000016|1.7|0.6|2199
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-556|1822|5.5|0.3|0.00046|0.281447|0.000016|-6.8|0.6|2765
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-560|426|11.9|0.2|0.00030|0.282371|0.000014|-5.2|0.5|1551
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-563|280|9.8|0.3|0.00049|0.282372|0.000020|-8.5|0.7|1643
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-565|1061|8.6|0.2|0.00074|0.282175|0.000016|1.7|0.6|1615
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-571|1903|5.0|0.2|0.00071|0.281672|0.000014|2.7|0.5|2230
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|VGt-572|1842|9.8|0.2|0.00018|0.281475|0.000014|-5.0|0.5|2668
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-102|1043|7.2|0.4|0.00003|0.282060|0.000012|-2.3|0.4|1856
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-104|155|4.6|0.4|0.00052|0.282762|0.000018|2.6|0.6|826
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-110|2618|6.2|0.3|0.00060|0.281070|0.000014|-2.2|0.5|3119
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-113|1908|9.5|0.5|0.00028|0.281421|0.000014|-5.5|0.5|2755
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-114|1843|4.4|0.3|0.00085|0.281617|0.000020|-0.8|0.7|2402
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-116|263|5.3|0.3|0.00059|0.282235|0.000014|-13.7|0.5|1966
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-118|1894|7.6|0.4|0.00022|0.281231|0.000014|-12.5|0.5|3181
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-120|217|7.9|0.4|0.00077|0.281286|0.000014|-48.3|0.5|4102
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-121|2000|5.6|0.3|0.00199|0.281792|0.000020|7.4|0.7|2000
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-127|1927|8.2|0.4|0.00036|0.281443|0.000014|-4.4|0.5|2700
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-131|306|8.3|0.4|0.00067|0.282442|0.000018|-5.5|0.6|1469
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-133|1875|11.3|0.5|0.00043|0.281686|0.000016|2.9|0.6|2194
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-135|173|3.9|0.2|0.00065|0.282936|0.000018|9.1|0.6|411
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|p11-136|2694|6.2|0.3|0.00050|0.281038|0.000014|-1.4|0.5|3130
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-140|266|7.4|0.4|0.00159|0.282858|0.000020|8.2|0.7|545
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-141|1483|4.8|0.4|0.00091|0.281919|0.000018|1.8|0.6|1946
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-142|2718|6.3|0.3|0.00075|0.281134|0.000016|2.1|0.6|2931
Dhuime et al., 2012 Science|Eurasia|Wang et al. 2011, GCA 75|pll-144|1873|5.0|0.3|0.00041|0.281131|0.000014|-16.8|0.5|3431
