Database|Continent|Reference|Sample_ID|Age|Lu176_Hf177|Hf176_Hf177|Hf176_Hf177_2sigma|eHf_initial|eHf_initial_2sigma|Tdm
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-62|1694|0.00099|0.281637|0.000015|-3.6|0.5|2459
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-65|1684|0.00059|0.281518|0.00002|-7.6|0.7|2703
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-66|1681|0.00073|0.281603|0.000017|-4.8|0.6|2524
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-72|687|0.00048|0.282356|0.000019|-0.1|0.7|1425
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-76|1654|0.00047|0.281642|0.000017|-3.7|0.6|2435
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-8|1743|0.00043|0.281537|0.000016|-5.4|0.6|2612
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-83|1261|0.00053|0.282103|0.000022|3.7|0.8|1644
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-85|1179|0.00065|0.282116|0.000028|2.3|1|1672
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-9|995|0.00055|0.282134|0.000014|-1.1|0.5|1741
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-90C|1693|0.00123|0.281712|0.000015|-1.2|0.5|2308
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-92|1181|0.00064|0.282138|0.000016|3.1|0.6|1620
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|LT1-96|1767|0.00149|0.281614|0.000015|-3.3|0.5|2504
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-01|1600|0.00098|0.282087|0.000017|10.3|0.6|1600
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-02|683|0.00208|0.282416|0.000024|1.3|0.9|1337
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-04|1153|0.00058|0.282204|0.000018|4.9|0.6|1484
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-05|876|0.00352|0.282421|0.000019|4.7|0.7|1272
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-07|1168|0.00073|0.282229|0.000018|6|0.7|1425
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-08|1672|0.00057|0.281825|0.00002|3.1|0.7|2019
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-09|3149|0.00054|0.280791|0.000022|0.3|0.8|3394
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-10|1683|0.00063|0.281817|0.000026|3|0.9|2034
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-101|1641|0.00067|0.281627|0.000016|-4.7|0.6|2491
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-108|1755|0.00067|0.281544|0.000017|-5.1|0.6|2607
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-11|1305|0.00053|0.282059|0.000015|3.2|0.5|1716
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-114|1880|0.0011|0.281537|0.000024|-3.1|0.9|2579
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-115|1577|0.00323|0.281958|0.000028|2.9|1|1957
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-119|659|0.00272|0.28249|0.00002|3.1|0.7|1199
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-13|1342|0.0017|0.282116|0.00002|5|0.7|1630
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-15|1214|0.00068|0.282137|0.000022|3.8|0.8|1604
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-19|1176|0.00072|0.282116|0.000016|2.2|0.6|1677
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-23|1181|0.00052|0.282182|0.000019|4.8|0.7|1513
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-28|1680|0.00135|0.281685|0.00002|-2.6|0.7|2385
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-29|677|0.00079|0.282422|0.000018|1.9|0.6|1289
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-30|1214|0.00036|0.281834|0.000018|-6.7|0.6|2273
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-33|1615|0.00309|0.281969|0.000022|4.2|0.8|1903
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-34|2256|0.00029|0.281265|0.000022|-3.1|0.8|2882
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-35|679|0.00055|0.282464|0.000018|3.6|0.6|1185
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-38|918|0.00251|0.282444|0.000022|7|0.8|1158
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-40|1731|0.00053|0.28173|0.000024|1.1|0.9|2193
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-41|1639|0.00092|0.281922|0.000019|5.4|0.7|1844
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-42|1496|0.0009|0.282126|0.000026|9.5|0.9|1496
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-43|1242|0.00069|0.282259|0.000016|8.7|0.6|1308
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-46|1646|0.00051|0.281896|0.000024|5.1|0.9|1870
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-47|1649|0.00122|0.281915|0.000015|5.1|0.5|1875
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-48|1782|0.00068|0.281769|0.000015|3.5|0.5|2085
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-51|664|0.00136|0.282444|0.00002|2.2|0.7|1263
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-52|1255|0.00068|0.282148|0.00002|5.1|0.7|1553
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-54|1245|0.00091|0.282186|0.000015|6|0.5|1485
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-57|670|0.0009|0.282409|0.000016|1.3|0.6|1327
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-58|1667|0.0005|0.281634|0.000016|-3.7|0.6|2447
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-59|1740|0.00045|0.281488|0.000022|-7.2|0.8|2724
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-60|1550|0.00087|0.282029|0.000018|7.3|0.6|1652
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-61|653|0.00164|0.28254|0.00005|5.2|1.8|1057
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-63|1123|0.00088|0.282153|0.00002|2.2|0.7|1633
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-67|1589|0.00132|0.281901|0.000019|3.1|0.7|1950
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-68|1193|0.00027|0.28193|0.000019|-3.7|0.7|2066
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-71|1523|0.00109|0.282098|0.000026|8.9|0.9|1523
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-73|1636|0.00151|0.281893|0.000018|3.7|0.6|1953
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-74|2817|0.00059|0.280789|0.000018|-7.6|0.7|3613
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-79|2646|0.0005|0.280998|0.000015|-3.9|0.5|3249
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Myall1-91|1658|0.00096|0.281898|0.000026|4.9|0.9|1890
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-1|1172|0.00058|0.282139|0.000015|3|0.5|1620
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-10|695|0.00055|0.282313|0.000024|-1.4|0.9|1520
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-107|1104|0.00048|0.282124|0.00002|1|0.7|1692
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-11|1211|0.00081|0.281987|0.000022|-1.7|0.8|1953
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-111|3232|0.00067|0.280731|0.000018|-0.2|0.6|3492
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-112|3220|0.00063|0.280724|0.00002|-0.6|0.7|3509
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-114C|1639|0.0006|0.281688|0.000014|-2.5|0.5|2350
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-117|3188|0.0007|0.280825|0.000032|2.1|1.1|3316
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-118|2491|0.00038|0.280876|0.000018|-11.6|0.6|3602
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-119|2478|0.0007|0.280915|0.000019|-11.1|0.7|3558
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-121|1558|0.00058|0.281784|0.00002|-0.9|0.7|2184
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-15|1107|0.00103|0.282118|0.000026|0.5|0.9|1730
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-16|1297|0.00087|0.281661|0.000019|-11.4|0.7|2638
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-20|1712|0.00067|0.281895|0.000016|6.4|0.6|1842
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-22|3143|0.00028|0.28073|0.000016|-1.5|0.6|3498
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-23|1905|0.00049|0.281575|0.000019|-0.4|0.7|2429
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-24|3136|0.00166|0.280848|0.000022|-0.4|0.8|3426
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-27|2475|0.00071|0.280821|0.000017|-14.5|0.6|3767
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-30|2505|0.00043|0.280833|0.000018|-12.9|0.6|3693
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-32|2503|0.00083|0.280908|0.000018|-11|0.6|3572
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-36|3231|0.00106|0.280756|0.00002|-0.2|0.7|3490
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-47|2853|0.00121|0.281087|0.000019|2.6|0.7|3008
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-48|3136|0.00084|0.280749|0.000018|-2.2|0.6|3535
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-49|1805|0.0006|0.281534|0.000024|-4.3|0.9|2592
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-52|1664|0.00068|0.281708|0.000022|-1.4|0.8|2296
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-56|552|0.00077|0.282344|0.000019|-3.6|0.7|1544
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-57|2492|0.00029|0.280787|0.000017|-14.6|0.6|3787
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-66C|555|0.00121|0.281377|0.000022|-37.9|0.8|3715
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-70|2692|0.00268|0.281144|0.000026|-1.7|0.9|3146
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-73C|2493|0.00076|0.281277|0.00002|2|0.7|2754
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-8|2694|0.00058|0.281263|0.000024|6.4|0.9|2694
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-83|3008|0.00047|0.28074|0.000016|-4.7|0.6|3586
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-86|1020|0.00047|0.282192|0.000015|1.6|0.5|1590
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-9|1150|0.00068|0.282114|0.00002|1.5|0.7|1696
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-92|1705|0.00053|0.281708|0.000018|-0.3|0.6|2259
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-96|3061|0.0007|0.280703|0.000024|-5.2|0.9|3664
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|PineCreek1-99|1751|0.00059|0.281557|0.000024|-4.6|0.9|2574
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-02|1178|0.00061|0.282035|0.00003|-0.6|1.1|1854
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-04|1648|0.0011|0.281695|0.000044|-2.6|1.6|2364
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-05|1220|0.00069|0.28184|0.000028|-6.6|1|2273
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-08|679|0.00075|0.282355|0.000024|-0.4|0.9|1440
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-09|888|0.00059|0.282167|0.000024|-2.3|0.9|1734
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-101|1550|0.00052|0.282002|0.000022|6.7|0.8|1691
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-102|551|0.00035|0.281833|0.000036|-21.5|1.3|2689
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-11|2428|0.0001|0.281194|0.000026|-1.3|0.9|2911
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-13|1650|0.00061|0.281761|0.000028|0.3|1|2180
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-14|2464|0.00047|0.281102|0.000015|-4.4|0.5|3130
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-15|537|0.00004|0.282318|0.000024|-4.6|0.9|1596
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-16|1619|0.00177|0.281783|0.000026|-0.9|0.9|2230
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-19|1174|0.00065|0.281845|0.000026|-7.4|0.9|2288
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-20|1554|0.00067|0.281725|0.00002|-3.2|0.7|2324
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-22|1636|0.00242|0.281699|0.000022|-4.2|0.8|2454
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-23|981|0.00059|0.282174|0.000022|0|0.8|1661
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-27|1095|0.00105|0.281962|0.000016|-5.3|0.6|2092
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-32|1603|0.0004|0.281898|0.000024|4.3|0.9|1885
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-33|1595|0.00064|0.281728|0.000042|-2.2|1.5|2291
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-34|1606|0.00056|0.281767|0.000038|-0.4|1.3|2190
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-36|1706|0.00094|0.28164|0.000024|-3.1|0.9|2441
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-37|1704|0.00041|0.281467|0.00005|-8.7|1.8|2791
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-41|1177|0.00081|0.2821|0.00002|1.5|0.7|1717
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-47|1205|0.00137|0.282179|0.000022|4.5|0.8|1549
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-51|1647|0.0013|0.281802|0.00003|0.9|1.1|2138
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-55|1788|0.00063|0.281544|0.000036|-4.3|1.3|2583
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-56|656|0.00057|0.282141|0.000034|-8.4|1.2|1936
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-57|1822|0.00046|0.281552|0.000024|-3.1|0.9|2531
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-62|1617|0.00081|0.281793|0.000038|0.5|1.3|2142
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-66|1293|0.00097|0.282114|0.000024|4.5|0.9|1623
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-73|295|0.00132|0.282523|0.000028|-3|1|1299
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-86|2661|0.00032|0.281177|0.000032|3.1|1.1|2822
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-88|1605|0.00143|0.281716|0.000032|-3.2|1.1|2366
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-90|1776|0.00041|0.281761|0.000046|3.4|1.6|2086
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|Tarcoola-96|1744|0.001|0.281496|0.000036|-7.5|1.3|2745
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-10|1858|0.00083|0.281613|0.000026|-0.5|0.9|2400
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-103|1860|0.00101|0.281685|0.000042|1.8|1.5|2252
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-11|1753|0.00065|0.281658|0.000028|-1.1|1|2351
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-13|2831|0.00088|0.280909|0.000044|-3.6|1.6|3375
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-15|1732|0.00036|0.281757|0.000044|2.3|1.6|2119
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-16|2006|0.00053|0.281376|0.000042|-5.2|1.5|2814
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-17|1830|0.00121|0.281553|0.000046|-3.8|1.6|2582
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-18|1885|0.00126|0.281671|0.00004|1.6|1.4|2288
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-2|1725|0.00028|0.281651|0.000032|-1.5|1.1|2356
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-23|1836|0.00064|0.281653|0.000038|0.6|1.3|2309
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-25|3097|0.00081|0.280825|0.00003|-0.3|1.1|3388
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-26|1841|0.00057|0.281619|0.000046|-0.4|1.6|2377
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-27|1742|0.00065|0.281596|0.000036|-3.5|1.3|2497
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-28|2035|0.0009|0.281393|0.000034|-4.5|1.2|2790
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-30|1723|0.00204|0.281893|0.000042|5|1.5|1941
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-31|1739|0.00007|0.281364|0.000038|-11.2|1.4|2973
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-32|1987|0.00141|0.281386|0.000044|-6.5|1.6|2878
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-33|1784|0.00078|0.281552|0.00005|-4.3|1.8|2579
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-36|537|0.00407|0.281319|0.000042|-41.4|1.5|3915
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-37|2024|0.00053|0.281378|0.000036|-4.7|1.3|2799
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-4|1873|0.00097|0.281632|0.000032|0.3|1.1|2360
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-44|2054|0.00115|0.28137|0.000044|-5.2|1.6|2851
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-46|1849|0.00085|0.281668|0.000042|1.2|1.5|2284
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-47|2053|0.00074|0.281415|0.000042|-3.1|1.5|2716
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-48|1999|0.001|0.281438|0.000056|-3.8|2|2720
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-49|2008|0.00064|0.281304|0.00004|-7.9|1.4|2983
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-5|1739|0.00103|0.281632|0.000032|-2.8|1.1|2446
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-53|1904|0.00053|0.281737|0.000042|5.3|1.5|2068
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-6|2457|0.00026|0.281148|0.000032|-2.6|1.1|3011
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-60|2025|0.0005|0.281397|0.000026|-4|0.9|2753
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-61|3135|0.00035|0.280772|0.000036|-0.3|1.3|3419
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-62|1759|0.00009|0.281549|0.000048|-4.2|1.7|2549
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-65|1753|0.00051|0.281096|0.000038|-20.9|1.4|3589
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-7|1989|0.00098|0.281449|0.000034|-3.6|1.2|2700
Dhuime et al., 2012 Science|Australia|Belousova et al. 2006, AJES 53|TOD1-71|2008|0.00113|0.281355|0.000038|-6.7|1.4|2911
