Database|Reference|Sample_ID|Comments|Age|d18O|d18O_2sigma
Payne et al., 2016 LITHOS|Strickland et al. (2011)|C914F|Iav|30.6|5.20|0.18
Payne et al., 2016 LITHOS|Strickland et al. (2011)|GG4|Iav|31.8|5.47|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2011)|AB06-9|Iav|2565.0|5.77|0.36
Payne et al., 2016 LITHOS|Strickland et al. (2011)|RR06-5|Iav|2568.0|5.71|0.16
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-11OSC|D|1623.6|8.03|0.37
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-16R|D|1688.5|6.06|0.13
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-14R|D|1688.9|7.81|0.37
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-12R|D|1695.0|10.37|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-11R|D|1699.2|9.22|0.33
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-19MR|D|1755.4|10.12|0.24
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-6R|D|1756.4|9.92|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-8O|D|1756.9|9.17|0.46
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-20R|D|1758.5|5.83|0.13
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-3.1IR|D|1762.4|8.77|0.35
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-15R|D|1765.2|9.80|0.33
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-12C|D|1767.1|8.87|0.31
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-12R|D|1768.8|8.61|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-16C|D|1774.9|8.34|0.26
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-10C|D|1785.4|7.15|0.46
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-11C|D|1789.8|7.52|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-11C|D|1791.8|7.05|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-3C|D|1794.4|8.50|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-4C|D|1800.7|6.35|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-15C|D|1806.9|9.22|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-6D|D|1807.0|6.38|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-2R|D|1808.5|9.51|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-6C|D|1815.9|5.15|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-8C|D|1818.9|7.74|0.37
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-16C|D|1821.6|8.43|0.13
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-13R|D|1822.0|6.27|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-9R|D|1824.2|8.38|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-13C|D|1831.6|6.07|0.31
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-8C|D|1843.9|7.26|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-9C|D|1848.3|4.84|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-18|D|1849.9|6.76|0.13
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-3C|D|1860.5|6.75|0.35
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-1C|D|1864.0|7.40|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-2R|D|1864.9|4.04|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-9C|D|1866.1|5.80|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-19C|D|1873.1|7.42|0.31
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-12R|D|1874.9|5.47|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-7C|D|1876.0|5.77|0.46
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-1M|D|1882.3|8.39|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-18OSC|D|1893.0|10.17|0.26
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-14R|D|1902.2|8.46|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-9R|D|1903.0|9.16|0.37
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-16R|D|1903.8|9.48|0.26
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-20C|D|1905.8|6.41|0.33
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-2C|D|1916.3|5.34|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-13C|D|1935.5|6.27|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-5C|D|1939.1|7.62|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-2C|D|1944.2|5.72|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-2C|D|1949.3|6.64|0.35
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-6C|D|1958.5|7.42|0.20
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-5C|D|1958.5|6.84|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-11C|D|2075.5|7.50|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-6R|D|2375.2|8.71|0.46
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-19R|D|2410.9|8.60|0.13
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-4C|D|2478.5|6.66|0.20
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV67-9C|D|2488.9|7.68|0.37
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-14R|D|2568.1|7.32|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-9C|D|2614.7|6.51|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-5C|D|2624.9|6.60|0.20
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-17C|D|2634.4|6.30|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-13C|D|2644.2|6.21|0.22
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-4C|D|2653.0|5.75|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-19C|D|2668.4|7.99|0.27
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-10R|D|2671.4|6.08|0.21
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-14C|D|2677.2|6.56|0.33
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV22-14C|D|2686.0|5.87|0.40
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV63-7R|D|2698.9|7.63|0.30
Payne et al., 2016 LITHOS|Strickland et al. (2013)|IV46-7OSC|D|2873.1|5.47|0.21
Payne et al., 2016 LITHOS|Su et al. (2011)|HSS6|I_av|279.1|6.43|
Payne et al., 2016 LITHOS|Su et al. (2011)|HSS12|I_av|279.7|7.68|
Payne et al., 2016 LITHOS|Su et al. (2011b)|PY|I_av|251.4|6.64|
Payne et al., 2016 LITHOS|Su et al. (2011b)|XWL-V|I_av|260.7|6.14|
Payne et al., 2016 LITHOS|Su et al. (2011b)|XSTiFe-V|I_av|278.6|6.73|
Payne et al., 2016 LITHOS|Su et al. (2011b)|HSS6|I_av|279.1|6.42|
Payne et al., 2016 LITHOS|Su et al. (2011b)|BJS6|I_av|279.2|7.01|
Payne et al., 2016 LITHOS|Su et al. (2011b)|HSS12|I_av|279.7|7.68|
Payne et al., 2016 LITHOS|Su et al. (2011b)|TY-V|I_av|280.0|5.86|
Payne et al., 2016 LITHOS|Su et al. (2011b)|HS-V|I_av|283.8|5.93|
Payne et al., 2016 LITHOS|Su et al. (2011b)|PSZK1-2-650|I_av|284.0|7.45|
Payne et al., 2016 LITHOS|Su et al. (2011b)|XSCuNi-V|I_av|285.0|4.87|
Payne et al., 2016 LITHOS|Su et al. (2011b)|HS139|I_av|286.4|6.05|
Payne et al., 2016 LITHOS|Su et al. (2011b)|TLG-V2|I_av|357.5|5.00|
Payne et al., 2016 LITHOS|Su et al. (2011b)|SH-11|I_av|397.5|4.64|
Payne et al., 2016 LITHOS|Su et al. (2011b)|HSX|I_av|423.7|5.55|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS09|I_av|133.0|6.68|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS10|I_av|133.0|6.83|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS07|I_av|133.0|6.86|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS13|I_av|133.0|6.92|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS08|I_av|133.0|7.20|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS02|I_av|133.0|7.33|
Payne et al., 2016 LITHOS|Sun et al. (2010)|08FS01|I_av|133.0|7.44|
Payne et al., 2016 LITHOS|Trail et al. (2007)|   9-18@2|D|3811.0|5.00|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   10-4@1|D|3852.0|5.90|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   11-9@2|D|3860.0|5.90|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   2-10@2|D|3863.0|6.80|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   12-7@1|D|3903.0|6.50|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-10@1|D|3919.0|5.80|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   9-20@1|D|3925.0|3.90|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   5-2@1|D|3929.0|5.30|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   3-11@2|D|3947.0|6.10|0.40
Payne et al., 2016 LITHOS|Trail et al. (2007)|   11-7@1|D|3979.0|7.30|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   7-5@1|D|3981.0|5.10|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   8-13@1|D|3993.0|5.70|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   7-3@1|D|3994.0|5.60|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   1-4@1|D|3995.0|5.60|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   8-1@1|D|3995.0|5.10|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   12-14@1|D|4001.0|6.60|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   7-15@1|D|4004.0|6.20|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   2-15@1|D|4012.0|5.90|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   11-10@1|D|4012.0|7.70|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   4-9@2|D|4017.0|5.80|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   12-4@1|D|4020.0|6.90|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   1-7@1|D|4021.0|5.50|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   1-14@1|D|4034.0|5.10|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   1-15@1|D|4036.0|6.70|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   10-11@1|D|4040.0|4.60|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   1-1@1|D|4042.0|5.50|0.40
Payne et al., 2016 LITHOS|Trail et al. (2007)|   5-3@1|D|4054.0|5.30|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   5-1@1|D|4058.0|4.40|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   13-6@1|D|4063.0|5.80|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   12-12@1|D|4064.0|5.50|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-14@1|D|4065.0|6.80|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   11-5@1|D|4068.0|2.90|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-9@1|D|4070.0|5.70|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   10-17@1|D|4074.0|4.80|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   4-8@2|D|4076.0|5.70|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   4-8@1|D|4083.0|6.10|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   14-9@1|D|4084.0|6.20|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   2-3@3|D|4091.0|5.00|1.40
Payne et al., 2016 LITHOS|Trail et al. (2007)|   7-18@1|D|4091.0|4.90|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-15@1|D|4092.0|5.90|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-10@1|D|4110.0|5.50|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   8-4@1|D|4111.0|4.60|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   15-8@1|D|4111.0|5.50|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   2-7@2|D|4113.0|5.50|0.40
Payne et al., 2016 LITHOS|Trail et al. (2007)|   11-15@2|D|4117.0|6.00|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|   4-10@1|D|4118.0|5.00|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   4-14@1|D|4121.0|4.40|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   14-3@1|D|4121.0|5.90|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   8-6@1|D|4126.0|5.80|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   14-7@1|D|4127.0|6.20|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   8-6@2|D|4133.0|5.50|0.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   2-7@1|D|4137.0|5.10|0.40
Payne et al., 2016 LITHOS|Trail et al. (2007)|   13-11@1|D|4142.0|5.70|1.80
Payne et al., 2016 LITHOS|Trail et al. (2007)|   6-10@2|D|4152.0|6.10|1.20
Payne et al., 2016 LITHOS|Trail et al. (2007)|   15-11@1|D|4196.0|6.40|1.60
Payne et al., 2016 LITHOS|Trail et al. (2007)|3-15@1|D|4230.0|5.70|2.00
Payne et al., 2016 LITHOS|Trail et al. (2007)|9-1@1|D|4340.0|5.10|1.60
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-16|I|0.1|2.06|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-1|I|0.1|2.83|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-3|I|0.1|2.52|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-19|I|0.2|4.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-13|I|0.2|2.46|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-12|I|0.2|2.88|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-10|I|0.2|5.53|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-15|I|0.2|4.97|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-9|I|0.2|1.54|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-18|I|0.5|3.22|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-4|I|0.5|-0.02|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BBF-1|I|0.5|2.56|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-2|I|0.5|1.57|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-20|I|0.5|0.49|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LCT3a|I|0.6|4.16|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-7|I|0.6|3.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99LV-751|I|0.8|5.94|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99LV-748|I|0.8|5.94|
Payne et al., 2016 LITHOS|Valley et al. (2005)|00LV-27|I|0.8|5.59|
Payne et al., 2016 LITHOS|Valley et al. (2005)|00LV-3|I|0.8|5.83|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-8|I|0.8|3.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-11|I|0.9|4.18|
Payne et al., 2016 LITHOS|Valley et al. (2005)|YL96-21|I|0.9|3.97|
Payne et al., 2016 LITHOS|Valley et al. (2005)|1SG04|I|1.0|8.68|
Payne et al., 2016 LITHOS|Valley et al. (2005)|IP96-1|I|1.2|3.84|
Payne et al., 2016 LITHOS|Valley et al. (2005)|IP96-2|I|1.2|3.58|
Payne et al., 2016 LITHOS|Valley et al. (2005)|MFT-2|I|1.3|3.62|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BC-1|I|1.8|1.62|
Payne et al., 2016 LITHOS|Valley et al. (2005)|HQ-1|I|1.8|1.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|HRT-1|I|2.0|5.17|
Payne et al., 2016 LITHOS|Valley et al. (2005)|HRT-C|I|2.0|5.57|
Payne et al., 2016 LITHOS|Valley et al. (2005)|SAZ-0|I|4.0|8.61|
Payne et al., 2016 LITHOS|Valley et al. (2005)|GCZ-1|I|5.0|8.59|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-15|I|11.3|4.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-17|I|11.3|4.42|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-13|I|11.5|6.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-16|I|11.5|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-24|I|12.0|4.40|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-7|I|12.7|5.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-12|I|12.7|5.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-11|I|12.8|6.93|
Payne et al., 2016 LITHOS|Valley et al. (2005)|99TM-10|I|12.8|6.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97SK|I|22.0|2.61|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-017|I|27.0|7.89|
Payne et al., 2016 LITHOS|Valley et al. (2005)|FCT|I|28.0|5.61|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-2|I|28.0|5.47|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-5|I|28.0|5.82|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-9|I|28.0|6.01|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-15|I|28.0|6.14|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-33|I|28.0|5.96|
Payne et al., 2016 LITHOS|Valley et al. (2005)|LC-34|I|28.0|6.01|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM5|I|29.0|5.98|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM20|I|29.0|5.34|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM15|I|29.0|8.05|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-101|I|29.0|5.74|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-105|I|29.0|5.82|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-108|I|29.0|4.94|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-109|I|29.0|5.60|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-110|I|29.0|5.16|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-112|I|29.0|5.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-114|I|29.0|5.95|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-107|I|29.0|6.55|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-119|I|29.0|5.52|
Payne et al., 2016 LITHOS|Valley et al. (2005)|HIL-1|I|29.0|5.95|
Payne et al., 2016 LITHOS|Valley et al. (2005)|HIL-10|I|29.0|6.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|BULL-1|I|29.0|5.25|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-130|I|32.0|7.06|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-132|I|33.0|6.78|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM7|I|35.0|6.28|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM8|I|36.0|5.88|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM6|I|36.0|7.68|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-140|I|37.0|5.98|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-141|I|37.0|5.17|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-142|I|37.0|6.15|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-143|I|37.0|6.11|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-144|I|37.0|6.22|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-152|I|37.0|6.22|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-145|I|37.0|5.92|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-146|I|37.0|6.86|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM13|I|38.0|5.42|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM19|I|40.0|5.76|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR-131|I|40.0|6.78|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97BR-101|I|40.0|8.07|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97BR-102|I|40.0|7.76|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97BR-103|I|40.0|8.53|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-22|I|45.0|7.11|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-59|I|45.0|7.42|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-61|I|45.0|7.34|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-1|I|45.0|3.95|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-7|I|54.0|6.93|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-13|I|54.0|6.84|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-24|I|55.0|7.26|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97AR5|I|58.0|7.02|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97AR9|I|58.0|7.06|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97AR18|I|58.0|5.36|
Payne et al., 2016 LITHOS|Valley et al. (2005)|SC1/2|I|58.0|2.50|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97-SK23|I|58.0|2.61|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK13|I|58.0|2.91|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK20|I|58.0|4.51|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK24|I|58.0|2.95|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK6|I|58.0|1.74|
Payne et al., 2016 LITHOS|Valley et al. (2005)|94SK33|I|58.0|3.97|
Payne et al., 2016 LITHOS|Valley et al. (2005)|94SK32|I|58.0|1.90|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95SK10|I|58.0|4.38|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95SK5|I|58.0|4.14|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95SK12|I|58.0|4.21|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97-SK18|I|58.0|0.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK32|I|58.0|0.64|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK1|I|58.0|0.83|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97SK7|I|58.0|3.46|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97SK14|I|58.0|5.27|
Payne et al., 2016 LITHOS|Valley et al. (2005)|GP-422|I|58.0|5.35|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-SK36|I|58.0|5.21|
Payne et al., 2016 LITHOS|Valley et al. (2005)|SR-677|I|58.0|4.63|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97SK4|I|58.0|3.20|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-ML2|I|58.0|3.44|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98-ML7|I|58.0|3.39|
Payne et al., 2016 LITHOS|Valley et al. (2005)|MLK3|I|58.0|5.91|
Payne et al., 2016 LITHOS|Valley et al. (2005)|WW-46|I|61.0|6.36|
Payne et al., 2016 LITHOS|Valley et al. (2005)|WW-75|I|61.0|6.43|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-6|I|62.0|6.79|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-52|I|70.0|7.99|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-53|I|70.0|6.66|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-12|I|71.0|7.23|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM18|I|73.0|7.76|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR052|I|74.0|6.86|
Payne et al., 2016 LITHOS|Valley et al. (2005)|95BR053|I|74.0|6.54|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-5|I|75.0|6.89|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-013|I|75.0|9.96|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-014|I|75.0|9.63|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-016|I|75.0|9.52|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-017|I|75.0|9.44|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-019|I|75.0|8.01|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-020|I|75.0|7.94|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-021|I|75.0|8.91|
Payne et al., 2016 LITHOS|Valley et al. (2005)|97TY-022|I|75.0|6.78|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BR-115|I|76.0|6.49|
Payne et al., 2016 LITHOS|Valley et al. (2005)|98IB-56|I|80.0|5.31|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BS11.1|I|80.0|5.76|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BS11.2|I|80.0|5.70|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BS11.3|I|80.0|5.81|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BS11.4|I|80.0|5.79|
Payne et al., 2016 LITHOS|Valley et al. (2005)|96BS11.5|I|80.0|5.80|
Payne et al., 2016 LITHOS|Valley et al. (2005)|RM4|I|80.0|9.89|
Payne et al., 2016 LITHOS|Valley et al. (2005)|1S114|I|81.0|6.21|
Payne et al., 2016 LITHOS|Valley et al. (2005)|1S115|I|81.0|6.51|
Payne et al., 2016 LITHOS|Valley et al. (2005)|L94-7|I|81.0|6.96|
Payne et al., 2016 LITHOS|Valley et al. (2005)|94TH485|I|81.0|9.06|
Payne et al., 2016 LITHOS|Valley et al. (2005)|IS2000|I|83.0|7.95|
